MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,,,,,573204,573204 75W Led Par20 Med 50k,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,573204,,,,,Philips 75W Led Par20 Med 50k for industrial and commercial applications.,Philips 75W Led Par20 Med 50k Manufactured or supplied by Phillips Lighting (5831).,,Philips 75W Led Par20 Med 50k designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 573204,,,,,,,,,,,,,,,,,,,,,,,Philips 75W Led Par20 Med 50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,581199,581199 60W Led Med 2pk,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,581199,,,,,Philips 60W Led Med 2pk for industrial and commercial applications.,Philips 60W Led Med 2pk Manufactured or supplied by Phillips Lighting (5831).,,Philips 60W Led Med 2pk designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 581199,,,,,,,,,,,,,,,,,,,,,,,Philips 60W Led Med 2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,565887,565887 60W Led Med 20k,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,565887,,,,,Philips 60W Led Med 20k for industrial and commercial applications.,Philips 60W Led Med 20k Manufactured or supplied by Phillips Lighting (5831).,,Philips 60W Led Med 20k designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 565887,,,,,,,,,,,,,,,,,,,,,,,Philips 60W Led Med 20k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,586867,586867 60W Led Med 27K,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,586867,,,,,Philips 60W Led Med 27K for industrial and commercial applications.,Philips 60W Led Med 27K Manufactured or supplied by Phillips Lighting (5831).,,Philips 60W Led Med 27K designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 586867,,,,,,,,,,,,,,,,,,,,,,,Philips 60W Led Med 27K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,568451,5686451 50W Led Med 50k 2pk,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,568451,,,,,Philips 5686451 50W Led Med 50k 2pk for industrial and commercial applications.,Philips 5686451 50W Led Med 50k 2pk Manufactured or supplied by Phillips Lighting (5831).,,Philips 5686451 50W Led Med 50k 2pk designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 568451,,,,,,,,,,,,,,,,,,,,,,,Philips 5686451 50W Led Med 50k 2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,568444,568444 90W Led Par38 50k 2pk,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,568444,,,,,Philips 90W Led Par38 50k 2pk for industrial and commercial applications.,Philips 90W Led Par38 50k 2pk Manufactured or supplied by Phillips Lighting (5831).,,Philips 90W Led Par38 50k 2pk designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 568444,,,,,,,,,,,,,,,,,,,,,,,Philips 90W Led Par38 50k 2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,573196,573196 75W Led Med 30K,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,573196,,,,,Philips 75W Led Med 30K for industrial and commercial applications.,Philips 75W Led Med 30K Manufactured or supplied by Phillips Lighting (5831).,,Philips 75W Led Med 30K designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 573196,,,,,,,,,,,,,,,,,,,,,,,Philips 75W Led Med 30K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,564500,564500 75W Adj Base 50k 3pk,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,564500,,,,,Philips 75W Adj Base 50k 3pk for industrial and commercial applications.,Philips 75W Adj Base 50k 3pk Manufactured or supplied by Phillips Lighting (5831).,,Philips 75W Adj Base 50k 3pk designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 564500,,,,,,,,,,,,,,,,,,,,,,,Philips 75W Adj Base 50k 3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,571513,571513 40/60/100 Led Med 27k,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,571513,,,,,Philips 40/60/100 Led Med 27k for industrial and commercial applications.,Philips 40/60/100 Led Med 27k Manufactured or supplied by Phillips Lighting (5831).,,Philips 40/60/100 Led Med 27k designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 571513,,,,,,,,,,,,,,,,,,,,,,,Philips 40/60/100 Led Med 27k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,588566,588566 40W Led Med 55k 3pk,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,588566,,,,,Philips 40W Led Med 55k 3pk for industrial and commercial applications.,Philips 40W Led Med 55k 3pk Manufactured or supplied by Phillips Lighting (5831).,,Philips 40W Led Med 55k 3pk designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 588566,,,,,,,,,,,,,,,,,,,,,,,Philips 40W Led Med 55k 3pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,565655,565655 25W Led A15 Med 20k,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,565655,,,,,Philips 25W Led A15 Med 20k for industrial and commercial applications.,Philips 25W Led A15 Med 20k Manufactured or supplied by Phillips Lighting (5831).,,Philips 25W Led A15 Med 20k designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 565655,,,,,,,,,,,,,,,,,,,,,,,Philips 25W Led A15 Med 20k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,565812,565812 60W Med Led 50k,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,565812,,,,,Philips 60W Med Led 50k for industrial and commercial applications.,Philips 60W Med Led 50k Manufactured or supplied by Phillips Lighting (5831).,,Philips 60W Med Led 50k designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 565812,,,,,,,,,,,,,,,,,,,,,,,Philips 60W Med Led 50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,586917,586917 40W Led Cand 27K 2pk,,,,Phillips Lighting (5831),Phillips Lighting (5831),Philips,REVIEW,586917,,,,,Philips 40W Led Cand 27K 2pk for industrial and commercial applications.,Philips 40W Led Cand 27K 2pk Manufactured or supplied by Phillips Lighting (5831).,,Philips 40W Led Cand 27K 2pk designed for industrial and commercial use.,Brand: Philips,Manufacturer: Phillips Lighting (5831),Manufacturer Part Number: 586917,,,,,,,,,,,,,,,,,,,,,,,Philips 40W Led Cand 27K 2pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,46719,49719 Wall Light Motion Wh,,,,Maxsa Innovations (MAXIN),Maxsa Innovations (MAXIN),Unknown,LOW_CONFIDENCE,46719,,,,,49719 Wall Light Motion Wh for industrial and commercial applications.,49719 Wall Light Motion Wh Manufactured or supplied by Maxsa Innovations (MAXIN).,,49719 Wall Light Motion Wh designed for industrial and commercial use.,Manufacturer: Maxsa Innovations (MAXIN),Manufacturer Part Number: 46719,,,,,,,,,,,,,,,,,,,,,,,,49719 Wall Light Motion Wh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,59061BSL,59061BSL Kichler Ext Wall Lt,,,,Kichler Lighting (KICLI),Kichler Lighting (KICLI),Unknown,LOW_CONFIDENCE,59061BSL,,,,,Kichler Ext Wall Lt for industrial and commercial applications.,Kichler Ext Wall Lt Manufactured or supplied by Kichler Lighting (KICLI).,,Kichler Ext Wall Lt designed for industrial and commercial use.,Manufacturer: Kichler Lighting (KICLI),Manufacturer Part Number: 59061BSL,,,,,,,,,,,,,,,,,,,,,,,,Kichler Ext Wall Lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,59062BSL,59062BSL Kichler Ext Wall Lt,,,,Kichler Lighting (KICLI),Kichler Lighting (KICLI),Unknown,LOW_CONFIDENCE,59062BSL,,,,,Kichler Ext Wall Lt for industrial and commercial applications.,Kichler Ext Wall Lt Manufactured or supplied by Kichler Lighting (KICLI).,,Kichler Ext Wall Lt designed for industrial and commercial use.,Manufacturer: Kichler Lighting (KICLI),Manufacturer Part Number: 59062BSL,,,,,,,,,,,,,,,,,,,,,,,,Kichler Ext Wall Lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,59124BKT,59124BKT Kichler Ext Wall Lt,,,,Kichler Lighting (KICLI),Kichler Lighting (KICLI),Unknown,LOW_CONFIDENCE,59124BKT,,,,,Kichler Ext Wall Lt for industrial and commercial applications.,Kichler Ext Wall Lt Manufactured or supplied by Kichler Lighting (KICLI).,,Kichler Ext Wall Lt designed for industrial and commercial use.,Manufacturer: Kichler Lighting (KICLI),Manufacturer Part Number: 59124BKT,,,,,,,,,,,,,,,,,,,,,,,,Kichler Ext Wall Lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,59025BK,59025BK Kichler Post Lt,,,,Kichler Lighting (KICLI),Kichler Lighting (KICLI),Unknown,LOW_CONFIDENCE,59025BK,,,,,Kichler Post Lt for industrial and commercial applications.,Kichler Post Lt Manufactured or supplied by Kichler Lighting (KICLI).,,Kichler Post Lt designed for industrial and commercial use.,Manufacturer: Kichler Lighting (KICLI),Manufacturer Part Number: 59025BK,,,,,,,,,,,,,,,,,,,,,,,,Kichler Post Lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,DCL183,Dewalt DCL183 Light - Rechargeable,,,,Black & Decker/dewlt (2585),Black & Decker/dewlt (2585),DEWALT,REVIEW,DCL183,,,,,Dewalt  Light - Rechargeable for industrial and commercial applications.,Dewalt  Light - Rechargeable Manufactured or supplied by Black & Decker/dewlt (2585).,,Dewalt  Light - Rechargeable designed for industrial and commercial use.,Brand: DEWALT,Manufacturer: Black & Decker/dewlt (2585),Manufacturer Part Number: DCL183,,,,,,,,,,,,,,,,,,,,,,,Dewalt  Light - Rechargeable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,73020,73020 Nano Clip Light Bk,,,,Streamlight (7277),Streamlight (7277),Unknown,LOW_CONFIDENCE,73020,,,,,Nano Clip Light Bk for industrial and commercial applications.,Nano Clip Light Bk Manufactured or supplied by Streamlight (7277).,,Nano Clip Light Bk designed for industrial and commercial use.,Manufacturer: Streamlight (7277),Manufacturer Part Number: 73020,,,,,,,,,,,,,,,,,,,,,,,,Nano Clip Light Bk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,NEB-FLT-1021,NEBFLT1021 Slyde King FlashLt,,,,ACG Brands (1154),ACG Brands (1154),Unknown,LOW_CONFIDENCE,NEB-FLT-1021,,,,,NEBFLT1021 Slyde King FlashLt for industrial and commercial applications.,NEBFLT1021 Slyde King FlashLt Manufactured or supplied by ACG Brands (1154).,,NEBFLT1021 Slyde King FlashLt designed for industrial and commercial use.,Manufacturer: ACG Brands (1154),Manufacturer Part Number: NEB-FLT-1021,,,,,,,,,,,,,,,,,,,,,,,,NEBFLT1021 Slyde King FlashLt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,NEB-FLT-0053,NEBFLT0053 2600L Flash Light,,,,ACG Brands (1154),ACG Brands (1154),Unknown,LOW_CONFIDENCE,NEB-FLT-0053,,,,,NEBFLT0053 2600L Flash Light for industrial and commercial applications.,NEBFLT0053 2600L Flash Light Manufactured or supplied by ACG Brands (1154).,,NEBFLT0053 2600L Flash Light designed for industrial and commercial use.,Manufacturer: ACG Brands (1154),Manufacturer Part Number: NEB-FLT-0053,,,,,,,,,,,,,,,,,,,,,,,,NEBFLT0053 2600L Flash Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
,,,,,,,,,,,97708,97708 Police 800L Headlight,,,,Police Security (9470),Police Security (9470),Police Security,REVIEW,97708,,,,,Police Security Police 800L Headlight for industrial and commercial applications.,Police Security Police 800L Headlight Manufactured or supplied by Police Security (9470).,,Police Security Police 800L Headlight designed for industrial and commercial use.,Brand: Police Security,Manufacturer: Police Security (9470),Manufacturer Part Number: 97708,,,,,,,,,,,,,,,,,,,,,,,Police Security Police 800L Headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,1,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,No,No
