Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name,SHORT_DESC,LONG_DESC1,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20
R52-0PJ13-00W,R520PJ1300W 1G Wallplate Wh - Blank,,,Leviton,Leviton Mfg Co (4927),Leviton,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leviton Mfg Co (4927),Leviton,R52-0PJ13-00W,Leviton R520PJ1300W 1G Wallplate Wh - Blank,Leviton R520PJ1300W 1G Wallplate Wh - Blank for industrial and commercial applications.,Leviton R520PJ1300W 1G Wallplate Wh - Blank Manufactured or supplied by Leviton Mfg Co (4927).,Leviton R520PJ1300W 1G Wallplate Wh - Blank designed for industrial and commercial use.,Brand: Leviton,Manufacturer: Leviton Mfg Co (4927),Manufacturer Part Number: R52-0PJ13-00W,,,,,,,,,,,,,,,,,
XOU2470BCGS,XOU2470BCGS Tall Beverage Center SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,XOU2470BCGS,Tall Beverage Center SS,Tall Beverage Center SS for industrial and commercial applications.,Tall Beverage Center SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Tall Beverage Center SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: XOU2470BCGS,,,,,,,,,,,,,,,,,,
XOU24BCGSR,XOU24BCGSR Beverage Center SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,XOU24BCGSR,Beverage Center SS,Beverage Center SS for industrial and commercial applications.,Beverage Center SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Beverage Center SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: XOU24BCGSR,,,,,,,,,,,,,,,,,,
XOU24WDZGBR,XOU24WDZGBR Beverage Center Bk,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,XOU24WDZGBR,Beverage Center Bk,Beverage Center Bk for industrial and commercial applications.,Beverage Center Bk Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Beverage Center Bk designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: XOU24WDZGBR,,,,,,,,,,,,,,,,,,
C7CDAAS3PD3,C7CDAAS3PD3 Café Drip Coffee Maker MB,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CDAAS3PD3,Café Drip Coffee Maker MB,Café Drip Coffee Maker MB for industrial and commercial applications.,Café Drip Coffee Maker MB Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Drip Coffee Maker MB designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CDAAS3PD3,,,,,,,,,,,,,,,,,,
C7CDAAS4PW3,C7CDAAS4PW3 Café Drip Coffee Maker MW,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CDAAS4PW3,Café Drip Coffee Maker MW,Café Drip Coffee Maker MW for industrial and commercial applications.,Café Drip Coffee Maker MW Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Drip Coffee Maker MW designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CDAAS4PW3,,,,,,,,,,,,,,,,,,
C7CDABS2RS3,C7CDABS2RS3 Cafe Coffee Maker,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CDABS2RS3,Cafe Coffee Maker,Cafe Coffee Maker for industrial and commercial applications.,Cafe Coffee Maker Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Cafe Coffee Maker designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CDABS2RS3,,,,,,,,,,,,,,,,,,
C7CDABS3RD3,C7CDABS3RD3 Café Coffee Maker MB,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CDABS3RD3,Café Coffee Maker MB,Café Coffee Maker MB for industrial and commercial applications.,Café Coffee Maker MB Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Coffee Maker MB designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CDABS3RD3,,,,,,,,,,,,,,,,,,
C7CDABS4RW3,C7CDABS4RW3 Café Coffee Maker MW,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CDABS4RW3,Café Coffee Maker MW,Café Coffee Maker MW for industrial and commercial applications.,Café Coffee Maker MW Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Coffee Maker MW designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CDABS4RW3,,,,,,,,,,,,,,,,,,
C7CEBBS2RS3,C7CEBBS2RS3 Cafe Auto Espresso Machine SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CEBBS2RS3,Cafe Auto Espresso Machine SS,Cafe Auto Espresso Machine SS for industrial and commercial applications.,Cafe Auto Espresso Machine SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Cafe Auto Espresso Machine SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CEBBS2RS3,,,,,,,,,,,,,,,,,,
C7CEBBS4RW3,C7CEBBS4RW3 Café Auto Espresso Machine Wh,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CEBBS4RW3,Café Auto Espresso Machine Wh,Café Auto Espresso Machine Wh for industrial and commercial applications.,Café Auto Espresso Machine Wh Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Auto Espresso Machine Wh designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CEBBS4RW3,,,,,,,,,,,,,,,,,,
C7CESAS2RS3,C7CESAS2RS3 Café Espresso SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CESAS2RS3,Café Espresso SS,Café Espresso SS for industrial and commercial applications.,Café Espresso SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Espresso SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CESAS2RS3,,,,,,,,,,,,,,,,,,
C7CESAS3RD3,C7CESAS3RD3 Café Espresso Machine MB,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CESAS3RD3,Café Espresso Machine MB,Café Espresso Machine MB for industrial and commercial applications.,Café Espresso Machine MB Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Café Espresso Machine MB designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CESAS3RD3,,,,,,,,,,,,,,,,,,
C7CESAS4RW3,C7CESAS4RW3 Cafe Espresso Wh,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,C7CESAS4RW3,Cafe Espresso Wh,Cafe Espresso Wh for industrial and commercial applications.,Cafe Espresso Wh Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Cafe Espresso Wh designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: C7CESAS4RW3,,,,,,,,,,,,,,,,,,
WOSP30100SS,WOSP30100SS Beko Wall Oven SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,WOSP30100SS,Beko Wall Oven SS,Beko Wall Oven SS for industrial and commercial applications.,Beko Wall Oven SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Beko Wall Oven SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: WOSP30100SS,,,,,,,,,,,,,,,,,,
MSER2090S,MSER2090S LG Microwave SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,MSER2090S,LG Microwave SS,LG Microwave SS for industrial and commercial applications.,LG Microwave SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,LG Microwave SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: MSER2090S,,,,,,,,,,,,,,,,,,
GCST16S1WSS,GCST16S1WSS GE Microwave SS,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,GCST16S1WSS,GE Microwave SS,GE Microwave SS for industrial and commercial applications.,GE Microwave SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Microwave SS designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: GCST16S1WSS,,,,,,,,,,,,,,,,,,
PCWK15C1WSS,PCWK15C1WSS GE Microwave,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PCWK15C1WSS,GE Microwave,GE Microwave for industrial and commercial applications.,GE Microwave Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,GE Microwave designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PCWK15C1WSS,,,,,,,,,,,,,,,,,,
SMC2266KS,SMC2266KS Microwave SS Display Only,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,SMC2266KS,Microwave SS Display Only,Microwave SS Display Only for industrial and commercial applications.,Microwave SS Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Microwave SS Display Only designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: SMC2266KS,,,,,,,,,,,,,,,,,,
SMD2479JS,SMD2479JS Microwave Drawer SS Display Only,,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,SMD2479JS,Microwave Drawer SS Display Only,Microwave Drawer SS Display Only for industrial and commercial applications.,Microwave Drawer SS Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE).,Microwave Drawer SS Display Only designed for industrial and commercial use.,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: SMD2479JS,,,,,,,,,,,,,,,,,,
PEP9030DTBB,"PEP9030DTBB 30"" GE Cooktop Bk",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PEP9030DTBB,"30"" GE Cooktop Bk","30"" GE Cooktop Bk for industrial and commercial applications.","30"" GE Cooktop Bk Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","30"" GE Cooktop Bk designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PEP9030DTBB,Size: 30 in,,,,,,,,,,,,,,,,,
CES700P3MD1,"CES700P3MD1 Cafe 30"" Range Bk - Display",,,,Appliance Dealers Cooperative (APPDE),3M,0.6,Product description,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),3M,CES700P3MD1,"3M Cafe 30"" Range Bk - Display","3M Cafe 30"" Range Bk - Display for industrial and commercial applications.","3M Cafe 30"" Range Bk - Display Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","3M Cafe 30"" Range Bk - Display designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Brand: 3M,Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: CES700P3MD1,Size: 30 in,,,,,,,,,,,,,,,,
PS960YPFS,"PS960YPFS 30"" GE Electric Range SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PS960YPFS,"30"" GE Electric Range SS - Display Only","30"" GE Electric Range SS - Display Only for industrial and commercial applications.","30"" GE Electric Range SS - Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","30"" GE Electric Range SS - Display Only designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PS960YPFS,Size: 30 in,,,,,,,,,,,,,,,,,
PB900YVFS,"PB900YVFS Elect 30"" Range SS",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PB900YVFS,"Elect 30"" Range SS","Elect 30"" Range SS for industrial and commercial applications.","Elect 30"" Range SS Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","Elect 30"" Range SS designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PB900YVFS,Size: 30 in,,,,,,,,,,,,,,,,,
PCFE3080AF,"PCFE3080AF 30"" Elect Range SS - Display Only",,,,Appliance Dealers Cooperative (APPDE),Unknown,0.0,No evidence,"[('Size', '30', 'in')]",Size,30,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appliance Dealers Cooperative (APPDE),Unknown,PCFE3080AF,"30"" Elect Range SS - Display Only","30"" Elect Range SS - Display Only for industrial and commercial applications.","30"" Elect Range SS - Display Only Manufactured or supplied by Appliance Dealers Cooperative (APPDE). Available product information includes Size: 30 in.","30"" Elect Range SS - Display Only designed for industrial and commercial use. Key identified specifications include Size: 30 in.",Manufacturer: Appliance Dealers Cooperative (APPDE),Manufacturer Part Number: PCFE3080AF,Size: 30 in,,,,,,,,,,,,,,,,,
